,Train Project,Test Project,Prediction Score
1347,Enterprise Information Security,Other Applications,0.27
1348,Enterprise Information Security,NSS,0.03
1349,Enterprise Information Security,Calendar,0.11
1350,Enterprise Information Security,Thunderbird,0.08
1351,Enterprise Information Security,Marketing,0.97
1352,Enterprise Information Security,Toolkit,0.78
1353,Enterprise Information Security,NSPR,0.11
1354,Enterprise Information Security,mozilla.org,1.00
1355,Enterprise Information Security,Testing,0.99
1356,Enterprise Information Security,Firefox Build System,0.98
1357,Enterprise Information Security,Socorro,0.96
1358,Enterprise Information Security,DevTools,0.98
1359,Enterprise Information Security,developer.mozilla.org,0.99
1360,Enterprise Information Security,Participation Infrastructure,0.99
1361,Enterprise Information Security,www.mozilla.org,1.00
1362,Enterprise Information Security,Infrastructure & Operations,0.99
1363,Enterprise Information Security,Developer Engagement,0.83
1364,Enterprise Information Security,Instantbird,1.00
1365,Enterprise Information Security,Chat Core,0.97
1366,Enterprise Information Security,Mozilla Foundation Communications,1.00
1367,Enterprise Information Security,Firefox for Android,0.98
1368,Enterprise Information Security,Tree Management,0.99
1369,Enterprise Information Security,Community Building,1.00
1370,Enterprise Information Security,support.mozilla.org,0.88
1371,Enterprise Information Security,bugzilla.mozilla.org,0.96
1372,Enterprise Information Security,Developer Documentation,1.00
1373,Enterprise Information Security,WebExtensions,0.95
1374,Enterprise Information Security,Localization Infrastructure and Tools,1.00
1375,Enterprise Information Security,Cloud Services,0.92
1376,Enterprise Information Security,Firefox for iOS,0.99
1377,Enterprise Information Security,Taskcluster,0.99
1378,Enterprise Information Security,GeckoView,1.00
1379,Enterprise Information Security,Release Engineering,0.99
1380,Enterprise Information Security,Data Platform and Tools,1.00
1381,Enterprise Information Security,Developer Services,0.99
1382,Enterprise Information Security,Focus-iOS,1.00
1383,Enterprise Information Security,Webtools,0.79
1384,Enterprise Information Security,External Software Affecting Firefox,1.00
1385,Enterprise Information Security,Conduit,0.93
1386,Enterprise Information Security,Data Science,0.98
1387,Enterprise Information Security,Shield,0.83
1388,Enterprise Information Security,Remote Protocol,1.00
1389,Enterprise Information Security,Testing Graveyard,1.00
1390,Enterprise Information Security,Camino Graveyard,0.00
1391,Enterprise Information Security,Core Graveyard,0.67
1392,Enterprise Information Security,Cloud Services Graveyard,1.00
1393,Enterprise Information Security,Firefox Graveyard,1.00
1394,Enterprise Information Security,Add-on SDK Graveyard,1.00
1395,Enterprise Information Security,Firefox for Android Graveyard,0.00
1396,Enterprise Information Security,Toolkit Graveyard,0.25
1397,Enterprise Information Security,Penelope Graveyard,0.00
1398,Enterprise Information Security,Web Compatibility,1.00
1399,Enterprise Information Security,Infrastructure & Operations Graveyard,1.00
1400,Enterprise Information Security,DevTools Graveyard,1.00
1401,Enterprise Information Security,Testopia,0.00
1402,Enterprise Information Security,Directory,0.00
1403,Instantbird,Core,0.54
1404,Instantbird,MailNews Core,0.06
1405,Instantbird,SeaMonkey,0.05
1406,Instantbird,Bugzilla,0.12
1407,Instantbird,Firefox,0.62
1408,Instantbird,Other Applications,0.27
1409,Instantbird,NSS,0.03
1410,Instantbird,Calendar,0.11
1411,Instantbird,Thunderbird,0.08
1412,Instantbird,Marketing,0.97
1413,Instantbird,Toolkit,0.78
1414,Instantbird,NSPR,0.11
1415,Instantbird,mozilla.org,1.00
1416,Instantbird,Testing,0.99
1417,Instantbird,Firefox Build System,0.98
1418,Instantbird,Socorro,0.96
1419,Instantbird,DevTools,0.98
1420,Instantbird,developer.mozilla.org,0.99
1421,Instantbird,Participation Infrastructure,0.99
1422,Instantbird,www.mozilla.org,1.00
1423,Instantbird,Infrastructure & Operations,0.99
1424,Instantbird,Developer Engagement,0.83
1425,Instantbird,Enterprise Information Security,1.00
1426,Instantbird,Chat Core,0.97
1427,Instantbird,Mozilla Foundation Communications,1.00
1428,Instantbird,Firefox for Android,0.98
1429,Instantbird,Tree Management,0.99
1430,Instantbird,Community Building,1.00
1431,Instantbird,support.mozilla.org,0.88
1432,Instantbird,bugzilla.mozilla.org,0.96
1433,Instantbird,Developer Documentation,1.00
1434,Instantbird,WebExtensions,0.95
1435,Instantbird,Localization Infrastructure and Tools,1.00
1436,Instantbird,Cloud Services,0.92
1437,Instantbird,Firefox for iOS,0.99
1438,Instantbird,Taskcluster,0.99
1439,Instantbird,GeckoView,1.00
1440,Instantbird,Release Engineering,0.99
1441,Instantbird,Data Platform and Tools,1.00
1442,Instantbird,Developer Services,0.99
1443,Instantbird,Focus-iOS,1.00
1444,Instantbird,Webtools,0.79
1445,Instantbird,External Software Affecting Firefox,1.00
1446,Instantbird,Conduit,0.93
1447,Instantbird,Data Science,0.98
1448,Instantbird,Shield,0.83
1449,Instantbird,Remote Protocol,1.00
1450,Instantbird,Testing Graveyard,1.00
1451,Instantbird,Camino Graveyard,0.00
1452,Instantbird,Core Graveyard,0.67
1453,Instantbird,Cloud Services Graveyard,1.00
1454,Instantbird,Firefox Graveyard,1.00
1455,Instantbird,Add-on SDK Graveyard,1.00
1456,Instantbird,Firefox for Android Graveyard,0.00
1457,Instantbird,Toolkit Graveyard,0.25
1458,Instantbird,Penelope Graveyard,0.00
1459,Instantbird,Web Compatibility,1.00
1460,Instantbird,Infrastructure & Operations Graveyard,1.00
1461,Instantbird,DevTools Graveyard,1.00
1462,Instantbird,Testopia,0.00
1463,Instantbird,Directory,0.00
1464,Chat Core,Core,0.54
1465,Chat Core,MailNews Core,0.06
1466,Chat Core,SeaMonkey,0.05
1467,Chat Core,Bugzilla,0.12
1468,Chat Core,Firefox,0.62
1469,Chat Core,Other Applications,0.27
1470,Chat Core,NSS,0.03
1471,Chat Core,Calendar,0.11
1472,Chat Core,Thunderbird,0.08
1473,Chat Core,Marketing,0.97
1474,Chat Core,Toolkit,0.78
1475,Chat Core,NSPR,0.11
1476,Chat Core,mozilla.org,1.00
1477,Chat Core,Testing,0.99
1478,Chat Core,Firefox Build System,0.98
1479,Chat Core,Socorro,0.96
1480,Chat Core,DevTools,0.98
1481,Chat Core,developer.mozilla.org,0.99
1482,Chat Core,Participation Infrastructure,0.99
1483,Chat Core,www.mozilla.org,1.00
1484,Chat Core,Infrastructure & Operations,0.99
1485,Chat Core,Developer Engagement,0.83
1486,Chat Core,Enterprise Information Security,1.00
1487,Chat Core,Instantbird,1.00
1488,Chat Core,Mozilla Foundation Communications,1.00
1489,Chat Core,Firefox for Android,0.98
1490,Chat Core,Tree Management,0.99
1491,Chat Core,Community Building,1.00
1492,Chat Core,support.mozilla.org,0.88
1493,Chat Core,bugzilla.mozilla.org,0.96
1494,Chat Core,Developer Documentation,1.00
1495,Chat Core,WebExtensions,0.95
1496,Chat Core,Localization Infrastructure and Tools,1.00
1497,Chat Core,Cloud Services,0.92
1498,Chat Core,Firefox for iOS,0.99
1499,Chat Core,Taskcluster,0.99
1500,Chat Core,GeckoView,1.00
1501,Chat Core,Release Engineering,0.99
1502,Chat Core,Data Platform and Tools,1.00
1503,Chat Core,Developer Services,0.99
1504,Chat Core,Focus-iOS,1.00
1505,Chat Core,Webtools,0.79
1506,Chat Core,External Software Affecting Firefox,1.00
1507,Chat Core,Conduit,0.93
1508,Chat Core,Data Science,0.98
1509,Chat Core,Shield,0.83
1510,Chat Core,Remote Protocol,1.00
1511,Chat Core,Testing Graveyard,1.00
1512,Chat Core,Camino Graveyard,0.00
1513,Chat Core,Core Graveyard,0.67
1514,Chat Core,Cloud Services Graveyard,1.00
1515,Chat Core,Firefox Graveyard,1.00
1516,Chat Core,Add-on SDK Graveyard,1.00
1517,Chat Core,Firefox for Android Graveyard,0.00
1518,Chat Core,Toolkit Graveyard,0.25
1519,Chat Core,Penelope Graveyard,0.00
1520,Chat Core,Web Compatibility,1.00
1521,Chat Core,Infrastructure & Operations Graveyard,1.00
1522,Chat Core,DevTools Graveyard,1.00
1523,Chat Core,Testopia,0.00
1524,Chat Core,Directory,0.00
1525,Mozilla Foundation Communications,Core,0.54
1526,Mozilla Foundation Communications,MailNews Core,0.06
1527,Mozilla Foundation Communications,SeaMonkey,0.05
1528,Mozilla Foundation Communications,Bugzilla,0.12
1529,Mozilla Foundation Communications,Firefox,0.62
1530,Mozilla Foundation Communications,Other Applications,0.27
1531,Mozilla Foundation Communications,NSS,0.03
1532,Mozilla Foundation Communications,Calendar,0.11
1533,Mozilla Foundation Communications,Thunderbird,0.08
1534,Mozilla Foundation Communications,Marketing,0.97
1535,Mozilla Foundation Communications,Toolkit,0.78
1536,Mozilla Foundation Communications,NSPR,0.11
1537,Mozilla Foundation Communications,mozilla.org,1.00
1538,Mozilla Foundation Communications,Testing,0.99
1539,Mozilla Foundation Communications,Firefox Build System,0.98
1540,Mozilla Foundation Communications,Socorro,0.96
1541,Mozilla Foundation Communications,DevTools,0.98
1542,Mozilla Foundation Communications,developer.mozilla.org,0.99
1543,Mozilla Foundation Communications,Participation Infrastructure,0.99
1544,Mozilla Foundation Communications,www.mozilla.org,1.00
1545,Mozilla Foundation Communications,Infrastructure & Operations,0.99
1546,Mozilla Foundation Communications,Developer Engagement,0.83
1547,Mozilla Foundation Communications,Enterprise Information Security,1.00
1548,Mozilla Foundation Communications,Instantbird,1.00
1549,Mozilla Foundation Communications,Chat Core,0.97
1550,Mozilla Foundation Communications,Firefox for Android,0.98
1551,Mozilla Foundation Communications,Tree Management,0.99
1552,Mozilla Foundation Communications,Community Building,1.00
1553,Mozilla Foundation Communications,support.mozilla.org,0.88
1554,Mozilla Foundation Communications,bugzilla.mozilla.org,0.96
1555,Mozilla Foundation Communications,Developer Documentation,1.00
1556,Mozilla Foundation Communications,WebExtensions,0.95
1557,Mozilla Foundation Communications,Localization Infrastructure and Tools,1.00
1558,Mozilla Foundation Communications,Cloud Services,0.92
1559,Mozilla Foundation Communications,Firefox for iOS,0.99
1560,Mozilla Foundation Communications,Taskcluster,0.99
1561,Mozilla Foundation Communications,GeckoView,1.00
1562,Mozilla Foundation Communications,Release Engineering,0.99
1563,Mozilla Foundation Communications,Data Platform and Tools,1.00
1564,Mozilla Foundation Communications,Developer Services,0.99
1565,Mozilla Foundation Communications,Focus-iOS,1.00
1566,Mozilla Foundation Communications,Webtools,0.79
1567,Mozilla Foundation Communications,External Software Affecting Firefox,1.00
1568,Mozilla Foundation Communications,Conduit,0.93
1569,Mozilla Foundation Communications,Data Science,0.98
1570,Mozilla Foundation Communications,Shield,0.83
1571,Mozilla Foundation Communications,Remote Protocol,1.00
1572,Mozilla Foundation Communications,Testing Graveyard,1.00
1573,Mozilla Foundation Communications,Camino Graveyard,0.00
1574,Mozilla Foundation Communications,Core Graveyard,0.67
1575,Mozilla Foundation Communications,Cloud Services Graveyard,1.00
1576,Mozilla Foundation Communications,Firefox Graveyard,1.00
1577,Mozilla Foundation Communications,Add-on SDK Graveyard,1.00
1578,Mozilla Foundation Communications,Firefox for Android Graveyard,0.00
1579,Mozilla Foundation Communications,Toolkit Graveyard,0.25
1580,Mozilla Foundation Communications,Penelope Graveyard,0.00
1581,Mozilla Foundation Communications,Web Compatibility,1.00
1582,Mozilla Foundation Communications,Infrastructure & Operations Graveyard,1.00
1583,Mozilla Foundation Communications,DevTools Graveyard,1.00
1584,Mozilla Foundation Communications,Testopia,0.00
1585,Mozilla Foundation Communications,Directory,0.00
1586,Firefox for Android,Core,0.54
1587,Firefox for Android,MailNews Core,0.06
1588,Firefox for Android,SeaMonkey,0.05
1589,Firefox for Android,Bugzilla,0.12
1590,Firefox for Android,Firefox,0.62
1591,Firefox for Android,Other Applications,0.27
1592,Firefox for Android,NSS,0.03
1593,Firefox for Android,Calendar,0.11
1594,Firefox for Android,Thunderbird,0.08
1595,Firefox for Android,Marketing,0.97
1596,Firefox for Android,Toolkit,0.78
1597,Firefox for Android,NSPR,0.11
1598,Firefox for Android,mozilla.org,1.00
1599,Firefox for Android,Testing,0.99
1600,Firefox for Android,Firefox Build System,0.98
1601,Firefox for Android,Socorro,0.96
1602,Firefox for Android,DevTools,0.98
1603,Firefox for Android,developer.mozilla.org,0.99
1604,Firefox for Android,Participation Infrastructure,0.99
1605,Firefox for Android,www.mozilla.org,1.00
1606,Firefox for Android,Infrastructure & Operations,0.99
1607,Firefox for Android,Developer Engagement,0.83
1608,Firefox for Android,Enterprise Information Security,1.00
1609,Firefox for Android,Instantbird,1.00
1610,Firefox for Android,Chat Core,0.97
1611,Firefox for Android,Mozilla Foundation Communications,1.00
1612,Firefox for Android,Tree Management,0.99
1613,Firefox for Android,Community Building,1.00
1614,Firefox for Android,support.mozilla.org,0.88
1615,Firefox for Android,bugzilla.mozilla.org,0.96
1616,Firefox for Android,Developer Documentation,1.00
1617,Firefox for Android,WebExtensions,0.95
1618,Firefox for Android,Localization Infrastructure and Tools,1.00
1619,Firefox for Android,Cloud Services,0.92
1620,Firefox for Android,Firefox for iOS,0.99
1621,Firefox for Android,Taskcluster,0.99
1622,Firefox for Android,GeckoView,1.00
1623,Firefox for Android,Release Engineering,0.99
1624,Firefox for Android,Data Platform and Tools,1.00
1625,Firefox for Android,Developer Services,0.99
1626,Firefox for Android,Focus-iOS,1.00
1627,Firefox for Android,Webtools,0.79
1628,Firefox for Android,External Software Affecting Firefox,1.00
1629,Firefox for Android,Conduit,0.93
1630,Firefox for Android,Data Science,0.98
1631,Firefox for Android,Shield,0.83
1632,Firefox for Android,Remote Protocol,1.00
1633,Firefox for Android,Testing Graveyard,1.00
1634,Firefox for Android,Camino Graveyard,0.00
1635,Firefox for Android,Core Graveyard,0.67
1636,Firefox for Android,Cloud Services Graveyard,1.00
1637,Firefox for Android,Firefox Graveyard,1.00
1638,Firefox for Android,Add-on SDK Graveyard,1.00
1639,Firefox for Android,Firefox for Android Graveyard,0.00
1640,Firefox for Android,Toolkit Graveyard,0.25
1641,Firefox for Android,Penelope Graveyard,0.00
1642,Firefox for Android,Web Compatibility,1.00
1643,Firefox for Android,Infrastructure & Operations Graveyard,1.00
1644,Firefox for Android,DevTools Graveyard,1.00
1645,Firefox for Android,Testopia,0.00
1646,Firefox for Android,Directory,0.00
1647,Tree Management,Core,0.54
1648,Tree Management,MailNews Core,0.06
1649,Tree Management,SeaMonkey,0.05
1650,Tree Management,Bugzilla,0.12
1651,Tree Management,Firefox,0.62
1652,Tree Management,Other Applications,0.27
1653,Tree Management,NSS,0.03
1654,Tree Management,Calendar,0.11
1655,Tree Management,Thunderbird,0.08
1656,Tree Management,Marketing,0.97
1657,Tree Management,Toolkit,0.78
1658,Tree Management,NSPR,0.11
1659,Tree Management,mozilla.org,1.00
1660,Tree Management,Testing,0.99
1661,Tree Management,Firefox Build System,0.98
1662,Tree Management,Socorro,0.96
1663,Tree Management,DevTools,0.98
1664,Tree Management,developer.mozilla.org,0.99
1665,Tree Management,Participation Infrastructure,0.99
1666,Tree Management,www.mozilla.org,1.00
1667,Tree Management,Infrastructure & Operations,0.99
1668,Tree Management,Developer Engagement,0.83
1669,Tree Management,Enterprise Information Security,1.00
1670,Tree Management,Instantbird,1.00
1671,Tree Management,Chat Core,0.97
1672,Tree Management,Mozilla Foundation Communications,1.00
1673,Tree Management,Firefox for Android,0.98
1674,Tree Management,Community Building,1.00
1675,Tree Management,support.mozilla.org,0.88
1676,Tree Management,bugzilla.mozilla.org,0.96
1677,Tree Management,Developer Documentation,1.00
1678,Tree Management,WebExtensions,0.95
1679,Tree Management,Localization Infrastructure and Tools,1.00
1680,Tree Management,Cloud Services,0.92
1681,Tree Management,Firefox for iOS,0.99
1682,Tree Management,Taskcluster,0.99
1683,Tree Management,GeckoView,1.00
1684,Tree Management,Release Engineering,0.99
1685,Tree Management,Data Platform and Tools,1.00
1686,Tree Management,Developer Services,0.99
1687,Tree Management,Focus-iOS,1.00
1688,Tree Management,Webtools,0.79
1689,Tree Management,External Software Affecting Firefox,1.00
1690,Tree Management,Conduit,0.93
1691,Tree Management,Data Science,0.98
1692,Tree Management,Shield,0.83
1693,Tree Management,Remote Protocol,1.00
1694,Tree Management,Testing Graveyard,1.00
1695,Tree Management,Camino Graveyard,0.00
1696,Tree Management,Core Graveyard,0.67
1697,Tree Management,Cloud Services Graveyard,1.00
1698,Tree Management,Firefox Graveyard,1.00
1699,Tree Management,Add-on SDK Graveyard,1.00
1700,Tree Management,Firefox for Android Graveyard,0.00
1701,Tree Management,Toolkit Graveyard,0.25
1702,Tree Management,Penelope Graveyard,0.00
1703,Tree Management,Web Compatibility,1.00
1704,Tree Management,Infrastructure & Operations Graveyard,1.00
1705,Tree Management,DevTools Graveyard,1.00
1706,Tree Management,Testopia,0.00
1707,Tree Management,Directory,0.00
1708,Community Building,Core,0.54
1709,Community Building,MailNews Core,0.06
1710,Community Building,SeaMonkey,0.05
1711,Community Building,Bugzilla,0.12
1712,Community Building,Firefox,0.62
1713,Community Building,Other Applications,0.27
1714,Community Building,NSS,0.03
1715,Community Building,Calendar,0.11
1716,Community Building,Thunderbird,0.08
1717,Community Building,Marketing,0.97
1718,Community Building,Toolkit,0.78
1719,Community Building,NSPR,0.11
1720,Community Building,mozilla.org,1.00
1721,Community Building,Testing,0.99
1722,Community Building,Firefox Build System,0.98
1723,Community Building,Socorro,0.96
1724,Community Building,DevTools,0.98
1725,Community Building,developer.mozilla.org,0.99
1726,Community Building,Participation Infrastructure,0.99
1727,Community Building,www.mozilla.org,1.00
1728,Community Building,Infrastructure & Operations,0.99
1729,Community Building,Developer Engagement,0.83
1730,Community Building,Enterprise Information Security,1.00
1731,Community Building,Instantbird,1.00
1732,Community Building,Chat Core,0.97
1733,Community Building,Mozilla Foundation Communications,1.00
1734,Community Building,Firefox for Android,0.98
1735,Community Building,Tree Management,0.99
1736,Community Building,support.mozilla.org,0.88
1737,Community Building,bugzilla.mozilla.org,0.96
1738,Community Building,Developer Documentation,1.00
1739,Community Building,WebExtensions,0.95
1740,Community Building,Localization Infrastructure and Tools,1.00
1741,Community Building,Cloud Services,0.92
1742,Community Building,Firefox for iOS,0.99
1743,Community Building,Taskcluster,0.99
1744,Community Building,GeckoView,1.00
1745,Community Building,Release Engineering,0.99
1746,Community Building,Data Platform and Tools,1.00
1747,Community Building,Developer Services,0.99
1748,Community Building,Focus-iOS,1.00
1749,Community Building,Webtools,0.79
1750,Community Building,External Software Affecting Firefox,1.00
1751,Community Building,Conduit,0.93
1752,Community Building,Data Science,0.98
1753,Community Building,Shield,0.83
1754,Community Building,Remote Protocol,1.00
1755,Community Building,Testing Graveyard,1.00
1756,Community Building,Camino Graveyard,0.00
1757,Community Building,Core Graveyard,0.67
1758,Community Building,Cloud Services Graveyard,1.00
1759,Community Building,Firefox Graveyard,1.00
1760,Community Building,Add-on SDK Graveyard,1.00
1761,Community Building,Firefox for Android Graveyard,0.00
1762,Community Building,Toolkit Graveyard,0.25
1763,Community Building,Penelope Graveyard,0.00
1764,Community Building,Web Compatibility,1.00
1765,Community Building,Infrastructure & Operations Graveyard,1.00
1766,Community Building,DevTools Graveyard,1.00
1767,Community Building,Testopia,0.00
1768,Community Building,Directory,0.00
1769,support.mozilla.org,Core,0.54
1770,support.mozilla.org,MailNews Core,0.06
1771,support.mozilla.org,SeaMonkey,0.05
1772,support.mozilla.org,Bugzilla,0.12
1773,support.mozilla.org,Firefox,0.62
1774,support.mozilla.org,Other Applications,0.27
1775,support.mozilla.org,NSS,0.03
1776,support.mozilla.org,Calendar,0.11
1777,support.mozilla.org,Thunderbird,0.08
1778,support.mozilla.org,Marketing,0.97
1779,support.mozilla.org,Toolkit,0.78
1780,support.mozilla.org,NSPR,0.11
1781,support.mozilla.org,mozilla.org,1.00
1782,support.mozilla.org,Testing,0.99
1783,support.mozilla.org,Firefox Build System,0.98
1784,support.mozilla.org,Socorro,0.96
1785,support.mozilla.org,DevTools,0.98
1786,support.mozilla.org,developer.mozilla.org,0.99
1787,support.mozilla.org,Participation Infrastructure,0.99
1788,support.mozilla.org,www.mozilla.org,1.00
1789,support.mozilla.org,Infrastructure & Operations,0.99
1790,support.mozilla.org,Developer Engagement,0.83
1791,support.mozilla.org,Enterprise Information Security,1.00
1792,support.mozilla.org,Instantbird,1.00
1793,support.mozilla.org,Chat Core,0.97
1794,support.mozilla.org,Mozilla Foundation Communications,1.00
1795,support.mozilla.org,Firefox for Android,0.98
1796,support.mozilla.org,Tree Management,0.99
1797,support.mozilla.org,Community Building,1.00
1798,support.mozilla.org,bugzilla.mozilla.org,0.96
1799,support.mozilla.org,Developer Documentation,1.00
1800,support.mozilla.org,WebExtensions,0.95
1801,support.mozilla.org,Localization Infrastructure and Tools,1.00
1802,support.mozilla.org,Cloud Services,0.92
1803,support.mozilla.org,Firefox for iOS,0.99
1804,support.mozilla.org,Taskcluster,0.99
1805,support.mozilla.org,GeckoView,1.00
1806,support.mozilla.org,Release Engineering,0.99
1807,support.mozilla.org,Data Platform and Tools,1.00
1808,support.mozilla.org,Developer Services,0.99
1809,support.mozilla.org,Focus-iOS,1.00
1810,support.mozilla.org,Webtools,0.79
1811,support.mozilla.org,External Software Affecting Firefox,1.00
1812,support.mozilla.org,Conduit,0.93
1813,support.mozilla.org,Data Science,0.98
1814,support.mozilla.org,Shield,0.83
1815,support.mozilla.org,Remote Protocol,1.00
1816,support.mozilla.org,Testing Graveyard,1.00
1817,support.mozilla.org,Camino Graveyard,0.00
1818,support.mozilla.org,Core Graveyard,0.67
1819,support.mozilla.org,Cloud Services Graveyard,1.00
1820,support.mozilla.org,Firefox Graveyard,1.00
1821,support.mozilla.org,Add-on SDK Graveyard,1.00
1822,support.mozilla.org,Firefox for Android Graveyard,0.00
1823,support.mozilla.org,Toolkit Graveyard,0.25
1824,support.mozilla.org,Penelope Graveyard,0.00
1825,support.mozilla.org,Web Compatibility,1.00
1826,support.mozilla.org,Infrastructure & Operations Graveyard,1.00
1827,support.mozilla.org,DevTools Graveyard,1.00
1828,support.mozilla.org,Testopia,0.00
1829,support.mozilla.org,Directory,0.00
1830,bugzilla.mozilla.org,Core,0.54
1831,bugzilla.mozilla.org,MailNews Core,0.06
1832,bugzilla.mozilla.org,SeaMonkey,0.05
1833,bugzilla.mozilla.org,Bugzilla,0.12
1834,bugzilla.mozilla.org,Firefox,0.62
1835,bugzilla.mozilla.org,Other Applications,0.27
1836,bugzilla.mozilla.org,NSS,0.03
1837,bugzilla.mozilla.org,Calendar,0.11
1838,bugzilla.mozilla.org,Thunderbird,0.08
1839,bugzilla.mozilla.org,Marketing,0.97
1840,bugzilla.mozilla.org,Toolkit,0.78
1841,bugzilla.mozilla.org,NSPR,0.11
1842,bugzilla.mozilla.org,mozilla.org,1.00
1843,bugzilla.mozilla.org,Testing,0.99
1844,bugzilla.mozilla.org,Firefox Build System,0.98
1845,bugzilla.mozilla.org,Socorro,0.96
1846,bugzilla.mozilla.org,DevTools,0.98
1847,bugzilla.mozilla.org,developer.mozilla.org,0.99
1848,bugzilla.mozilla.org,Participation Infrastructure,0.99
1849,bugzilla.mozilla.org,www.mozilla.org,1.00
1850,bugzilla.mozilla.org,Infrastructure & Operations,0.99
1851,bugzilla.mozilla.org,Developer Engagement,0.83
1852,bugzilla.mozilla.org,Enterprise Information Security,1.00
1853,bugzilla.mozilla.org,Instantbird,1.00
1854,bugzilla.mozilla.org,Chat Core,0.97
1855,bugzilla.mozilla.org,Mozilla Foundation Communications,1.00
1856,bugzilla.mozilla.org,Firefox for Android,0.98
1857,bugzilla.mozilla.org,Tree Management,0.99
1858,bugzilla.mozilla.org,Community Building,1.00
1859,bugzilla.mozilla.org,support.mozilla.org,0.88
1860,bugzilla.mozilla.org,Developer Documentation,1.00
1861,bugzilla.mozilla.org,WebExtensions,0.95
1862,bugzilla.mozilla.org,Localization Infrastructure and Tools,1.00
1863,bugzilla.mozilla.org,Cloud Services,0.92
1864,bugzilla.mozilla.org,Firefox for iOS,0.99
1865,bugzilla.mozilla.org,Taskcluster,0.99
1866,bugzilla.mozilla.org,GeckoView,1.00
1867,bugzilla.mozilla.org,Release Engineering,0.99
1868,bugzilla.mozilla.org,Data Platform and Tools,1.00
1869,bugzilla.mozilla.org,Developer Services,0.99
1870,bugzilla.mozilla.org,Focus-iOS,1.00
1871,bugzilla.mozilla.org,Webtools,0.79
1872,bugzilla.mozilla.org,External Software Affecting Firefox,1.00
1873,bugzilla.mozilla.org,Conduit,0.93
1874,bugzilla.mozilla.org,Data Science,0.98
1875,bugzilla.mozilla.org,Shield,0.83
1876,bugzilla.mozilla.org,Remote Protocol,1.00
1877,bugzilla.mozilla.org,Testing Graveyard,1.00
1878,bugzilla.mozilla.org,Camino Graveyard,0.00
1879,bugzilla.mozilla.org,Core Graveyard,0.67
1880,bugzilla.mozilla.org,Cloud Services Graveyard,1.00
1881,bugzilla.mozilla.org,Firefox Graveyard,1.00
1882,bugzilla.mozilla.org,Add-on SDK Graveyard,1.00
1883,bugzilla.mozilla.org,Firefox for Android Graveyard,0.00
1884,bugzilla.mozilla.org,Toolkit Graveyard,0.25
1885,bugzilla.mozilla.org,Penelope Graveyard,0.00
1886,bugzilla.mozilla.org,Web Compatibility,1.00
1887,bugzilla.mozilla.org,Infrastructure & Operations Graveyard,1.00
1888,bugzilla.mozilla.org,DevTools Graveyard,1.00
1889,bugzilla.mozilla.org,Testopia,0.00
1890,bugzilla.mozilla.org,Directory,0.00
1891,Developer Documentation,Core,0.54
1892,Developer Documentation,MailNews Core,0.06
1893,Developer Documentation,SeaMonkey,0.05
1894,Developer Documentation,Bugzilla,0.12
1895,Developer Documentation,Firefox,0.62
1896,Developer Documentation,Other Applications,0.27
1897,Developer Documentation,NSS,0.03
1898,Developer Documentation,Calendar,0.11
1899,Developer Documentation,Thunderbird,0.08
1900,Developer Documentation,Marketing,0.97
1901,Developer Documentation,Toolkit,0.78
1902,Developer Documentation,NSPR,0.11
1903,Developer Documentation,mozilla.org,1.00
1904,Developer Documentation,Testing,0.99
1905,Developer Documentation,Firefox Build System,0.98
1906,Developer Documentation,Socorro,0.96
1907,Developer Documentation,DevTools,0.98
1908,Developer Documentation,developer.mozilla.org,0.99
1909,Developer Documentation,Participation Infrastructure,0.99
1910,Developer Documentation,www.mozilla.org,1.00
1911,Developer Documentation,Infrastructure & Operations,0.99
1912,Developer Documentation,Developer Engagement,0.83
1913,Developer Documentation,Enterprise Information Security,1.00
1914,Developer Documentation,Instantbird,1.00
1915,Developer Documentation,Chat Core,0.97
1916,Developer Documentation,Mozilla Foundation Communications,1.00
1917,Developer Documentation,Firefox for Android,0.98
1918,Developer Documentation,Tree Management,0.99
1919,Developer Documentation,Community Building,1.00
1920,Developer Documentation,support.mozilla.org,0.88
1921,Developer Documentation,bugzilla.mozilla.org,0.96
1922,Developer Documentation,WebExtensions,0.95
1923,Developer Documentation,Localization Infrastructure and Tools,1.00
1924,Developer Documentation,Cloud Services,0.92
1925,Developer Documentation,Firefox for iOS,0.99
1926,Developer Documentation,Taskcluster,0.99
1927,Developer Documentation,GeckoView,1.00
1928,Developer Documentation,Release Engineering,0.99
1929,Developer Documentation,Data Platform and Tools,1.00
1930,Developer Documentation,Developer Services,0.99
1931,Developer Documentation,Focus-iOS,1.00
1932,Developer Documentation,Webtools,0.79
1933,Developer Documentation,External Software Affecting Firefox,1.00
1934,Developer Documentation,Conduit,0.93
1935,Developer Documentation,Data Science,0.98
1936,Developer Documentation,Shield,0.83
1937,Developer Documentation,Remote Protocol,1.00
1938,Developer Documentation,Testing Graveyard,1.00
1939,Developer Documentation,Camino Graveyard,0.00
1940,Developer Documentation,Core Graveyard,0.67
1941,Developer Documentation,Cloud Services Graveyard,1.00
1942,Developer Documentation,Firefox Graveyard,1.00
1943,Developer Documentation,Add-on SDK Graveyard,1.00
1944,Developer Documentation,Firefox for Android Graveyard,0.00
1945,Developer Documentation,Toolkit Graveyard,0.25
1946,Developer Documentation,Penelope Graveyard,0.00
1947,Developer Documentation,Web Compatibility,1.00
