,BinaryClass,CosSimilarity,MultiClass,SemSimilarity,req1,req1Id,req1Priority,req1Severity,req1Type,req2,req2Id,req2Priority,req2Severity,req2Type
6,1,0,requires,0,[meta] Custom Elements related issues,1438627,P3,normal,enhancement,Bugzilla::Version has duplicated code compared to Bugzilla::Object,471871,--,normal,task
7,1,0,requires,0,[meta] Custom Elements related issues,1438627,P3,normal,enhancement,Remove toggle filter button and always show the filter buttons toolbar,1523861,P2,normal,enhancement
8,1,0,requires,0,[meta] Custom Elements related issues,1438627,P3,normal,enhancement,"Remove ""tree"" from the Library window and the sidebar",1446339,P3,normal,task
9,1,0,requires,0,[meta] Custom Elements related issues,1438627,P3,normal,enhancement,Add new IsCurrentThreadExplicitMTA function,1573679,P1,normal,enhancement
10,1,0,requires,0,[meta] Custom Elements related issues,1438627,P3,normal,enhancement,fix freebl build to correctly account for more than x86/x86-64 windows,1486925,--,normal,enhancement
11,1,0,requires,0,[meta] Custom Elements related issues,1438627,P3,normal,enhancement,RemotePageManager.jsm should be loaded lazily,1369466,--,normal,enhancement
0,1,0,requires,0,support in-page messages for Automigration module,1361286,P1,normal,enhancement,[meta] Custom Elements related issues,1438627,P3,normal,enhancement
0,1,0,requires,0,Consider expanding HSTS to apply to FTP,1438713,P3,normal,enhancement,Sync StorageActivityService data on disk,1459974,P2,normal,enhancement
0,1,0,requires,0,[meta] Apply Meta CSP to remaining about: pages,1492063,P3,normal,enhancement,Consider expanding HSTS to apply to FTP,1438713,P3,normal,enhancement
0,1,0,requires,0,[meta] Roll out Control Flow Guard process-wide,1438868,--,normal,enhancement,Investigate similar variability groupings to search for timers,1490064,--,normal,enhancement
1,1,0,requires,0,[meta] Roll out Control Flow Guard process-wide,1438868,--,normal,enhancement,Make blob rendering not block the render thread.,1455422,P1,normal,enhancement
2,1,0,requires,0,[meta] Roll out Control Flow Guard process-wide,1438868,--,normal,enhancement,Create nicer Message Filter Log entries in Mail,1192217,--,normal,enhancement
0,1,0,requires,0,zoom based on font sizes on current web site,661785,--,normal,enhancement,[meta] Roll out Control Flow Guard process-wide,1438868,--,normal,enhancement
0,1,0,requires,0,Find a more generic way to handle flattening of container display items,1439292,P3,normal,enhancement,"[css-text-decor-4] Let `text-decoration-skip-ink`, `text-decoration-thickness`, and `text-underline-offset` ride the trains to release",1573631,P3,normal,enhancement
1,1,0,requires,0,Find a more generic way to handle flattening of container display items,1439292,P3,normal,enhancement,should be able to unstick a tag and make it a window,176113,--,normal,enhancement
2,1,0,requires,0,Find a more generic way to handle flattening of container display items,1439292,P3,normal,enhancement,Implement mysql jdbc ingester in macrobase-lib,1379818,--,normal,enhancement
3,1,0,requires,0,Find a more generic way to handle flattening of container display items,1439292,P3,normal,enhancement,Alt/F10/context menu item to make hidden menubar visible,69099,--,normal,enhancement
0,1,0,requires,0,[RFE] Open top ten Google results in tabs when clicking search button,174856,--,normal,enhancement,Find a more generic way to handle flattening of container display items,1439292,P3,normal,enhancement
0,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,Make the UI/UX of the CSS Filter tooltip better,1217301,P3,normal,enhancement
1,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,Option/Alt-click to visit link in Compose mode,863088,--,normal,enhancement
2,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,Support GetElemBaseForLambda in Ion resp. only call GetElemBaseForLambda for long strings,1387400,--,normal,enhancement
3,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,DOM implementation of Web Share API,1312422,P2,normal,enhancement
4,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,Remove unused properties from browser binding,1445099,--,normal,task
5,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,Remove the XPCOM registration for the bidi keyboard,1491595,--,normal,enhancement
6,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,[webvr] Implement Mochitests for WebVR,1229479,--,normal,task
7,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,Add telemetry probes for Indexeddb storage types,1360567,P2,normal,enhancement
8,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,add nodejs and cbindgen to tooltool manifest or releng packages,1491642,--,normal,enhancement
9,1,0,requires,0,[tracking]  distributed sccache work,1439584,--,normal,enhancement,Fix test_bug1036214.html to work with Fission,1575272,P2,normal,task
0,1,0,requires,0,Fix the KeyboardEvent mochitests,1439784,P3,normal,enhancement,Sort Account tree,270351,--,normal,enhancement
0,1,0,requires,0,Ignore items already flagged for explicit weak upload with older creation dates,1443619,P1,normal,enhancement,Register about:studies in the more usual way,1440056,P3,normal,enhancement
0,1,0,requires,0,Use memfd_create for shared memory where available.,1440203,P2,normal,enhancement,Implement symbols() CSS function,966168,--,normal,enhancement
1,1,0,requires,0,Use memfd_create for shared memory where available.,1440203,P2,normal,enhancement,[selectors4] w3c discussion of flex flowed flex-lines supporting/declaring first/last row/column selector,988058,P5,normal,enhancement
0,1,0,requires,0,"When can we fire ""load"" events on iframes async from ""load"" firing on the window inside?",1440212,P2,normal,enhancement,Create IPC between ContentProcess and SocketProcess,1494585,P1,normal,enhancement
0,1,0,requires,0,Consider reworking how image requests are done on the style system.,1440305,P3,normal,enhancement,elfhack failure with gcc7-built clang on x86-64 android,1573820,--,normal,task
1,1,0,requires,0,Consider reworking how image requests are done on the style system.,1440305,P3,normal,enhancement,"Support export of SSL, S/MIME, and CA certs",161275,P2,normal,enhancement
2,1,0,requires,0,Consider reworking how image requests are done on the style system.,1440305,P3,normal,enhancement,Better UI for tabbed browsing prefs.,161466,--,normal,enhancement
3,1,0,requires,0,Consider reworking how image requests are done on the style system.,1440305,P3,normal,enhancement,[postgres] Implement postgres queries for api endpoints,1487739,--,normal,enhancement
4,1,0,requires,0,Consider reworking how image requests are done on the style system.,1440305,P3,normal,enhancement,[postgres] Figure out how to support pagination,1487756,--,normal,enhancement
0,1,0,requires,0,Upload symbols archive containing files for the js shell,1351559,--,normal,enhancement,Consider reworking how image requests are done on the style system.,1440305,P3,normal,enhancement
1,1,0,requires,0,Add alerts for powered off moonshots,1493981,--,normal,task,Consider reworking how image requests are done on the style system.,1440305,P3,normal,enhancement
0,1,0,requires,0,[meta] QA issues for Simplify Page for Printing (Linux),1440631,--,normal,enhancement,"Remove ""newScript"" event leftovers",1494317,--,normal,enhancement
0,1,0,requires,0,Use gettext for localization,407752,P1,normal,enhancement,[meta] QA issues for Simplify Page for Printing (Linux),1440631,--,normal,enhancement
0,1,0,requires,0,Implement a loading UI in the Browser Toolbox to give feedback on progress during startup,1440685,P3,normal,enhancement,Fix the remaining warnings in the crash reporting code,1490240,--,normal,enhancement
0,1,0,requires,0,support multiple locales for search engines,1488516,P1,normal,enhancement,Implement a loading UI in the Browser Toolbox to give feedback on progress during startup,1440685,P3,normal,enhancement
0,1,0,requires,0,Add marionette test coverage for new private browsing UI with search,1521754,P2,normal,enhancement,Intermittent devtools/client/responsive.html/test/browser/browser_device_pixel_ratio_change.js | Test timed out -,1440686,P5,normal,enhancement
0,1,0,requires,0,Introduce separate requestedlocales for extensions,1440969,P3,normal,enhancement,Sort Account tree,270351,--,normal,enhancement
0,1,0,requires,0,Inadequate search capabilities in Mail Filters,198273,--,normal,enhancement,Introduce separate requestedlocales for extensions,1440969,P3,normal,enhancement
1,1,0,requires,0,[UX] Scrolling tabs should use the new photon animation design,1355920,P1,normal,enhancement,Introduce separate requestedlocales for extensions,1440969,P3,normal,enhancement
0,1,0,requires,0,onLoadRequest can change the order of loads,1441059,P3,normal,enhancement,Low performance when displaying and interacting with many animations,1366989,P2,normal,enhancement
0,1,0,requires,0,Consider making more atoms static,1441292,--,normal,enhancement,Convert browser/skin/panel-icons.svg to use context paint and avoid filtering to improve performance,1368425,--,normal,enhancement
1,1,0,requires,0,Consider making more atoms static,1441292,--,normal,enhancement,Captive portal detection shouldn't block first paint,1367450,P1,normal,enhancement
2,1,0,requires,0,Consider making more atoms static,1441292,--,normal,enhancement,HTML 5's <ol> reversed attribute not supported,601912,--,normal,enhancement
0,1,0,requires,0,"Remove hover state from ""Add Search Engine""",1484292,P3,normal,enhancement,Consider making more atoms static,1441292,--,normal,enhancement
1,1,0,requires,0,"Add ""Take Screenshot"" button to Page Action Menu",1366041,P1,normal,enhancement,Consider making more atoms static,1441292,--,normal,enhancement
0,1,0,requires,0,WebRender: Document splitting,1441308,P3,normal,enhancement,Update agent - obsoleting,1343672,P3,normal,enhancement
1,1,0,requires,0,WebRender: Document splitting,1441308,P3,normal,enhancement,Enable compositor ASAP mode caused high CPU usage,1372106,P3,normal,enhancement
2,1,0,requires,0,WebRender: Document splitting,1441308,P3,normal,enhancement,Add telemetry to analyze CRLIte filter age at time of evaluation,1490736,P2,normal,enhancement
0,1,0,requires,0,expose requestIdleCallback (or similar) API to non-DOM JS execution contexts,1353206,P2,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
1,1,0,requires,0,Add button to enable Geometry Highlighter in Designer HUD,1376209,--,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
2,1,0,requires,0,consider using Sliding alert for some messages in the Account manager,725615,--,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
3,1,0,requires,0,Web Authentication - Change to COSE Algorithm Identifier types,1381190,P1,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
4,1,0,requires,0,[remote-dbg-next] Refresh devices status & action in sidebar,1512313,P3,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
5,1,0,requires,0,Fix CFR admin page CFR and add preview method,1486931,--,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
6,1,0,requires,0,Convert arrowscrollbox binding to a custom element,1514926,P5,normal,task,WebRender: Document splitting,1441308,P3,normal,enhancement
7,1,0,requires,0,Service Worker list should also include iframe origins,1473257,P2,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
8,1,0,requires,0,it would be nice if LayerProgram::LayerProgram() initialized its members,565386,--,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
9,1,0,requires,0,Remove check for whether element is disabled when clicking element,1355546,--,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
10,1,0,requires,0,BigInt relational comparison,1492669,P2,normal,enhancement,WebRender: Document splitting,1441308,P3,normal,enhancement
0,1,0,similar,0,WebRender: Document splitting,1441308,P3,normal,enhancement,Implement DrawTargetCapture::StrokeGlyphs,1381172,--,normal,enhancement
0,1,0,requires,0,Provide public dataset for CA usage in Firefox release,1441551,P3,normal,enhancement,Re-enable test_maximize_when_resized_to_max_size,1496489,P2,normal,enhancement
0,1,0,requires,0,Add a console pause indicator,1496468,--,normal,enhancement,Provide public dataset for CA usage in Firefox release,1441551,P3,normal,enhancement
0,1,0,requires,0,Build geckodriver for Android builds,1441656,--,normal,enhancement,Update openvr to build with MinGW,1363173,--,normal,enhancement
0,1,0,requires,0,Bake spacing information into gfxShapedText,1507975,P3,normal,enhancement,Build geckodriver for Android builds,1441656,--,normal,enhancement
0,1,0,requires,0,Using DNSSEC to associate TLS keys with domain names,589537,--,normal,enhancement,Remove synchronous Bookmarks::InsertBookmark,1441695,P2,normal,enhancement
0,1,0,requires,0,Using DNSSEC to associate TLS keys with domain names,589537,--,normal,enhancement,Remove synchronous Bookmarks::CreateFolder,1441697,P2,normal,enhancement
0,1,0,requires,0,Using DNSSEC to associate TLS keys with domain names,589537,--,normal,enhancement,Remove synchronous Bookmarks::Get/SetItemTitle,1441698,P2,normal,enhancement
0,1,0,requires,0,Using DNSSEC to associate TLS keys with domain names,589537,--,normal,enhancement,Remove synchronous Bookmarks::SetItemLastModified,1441702,P2,normal,enhancement
0,1,0,requires,0,Look into ways of reducing the memory atoms use,1441736,P3,normal,enhancement,Investigate using TabStateCache for Fennec,1364609,P3,normal,enhancement
1,1,0,requires,0,Look into ways of reducing the memory atoms use,1441736,P3,normal,enhancement,enable Stylo for Android,1366049,P4,normal,enhancement
2,1,0,requires,0,Look into ways of reducing the memory atoms use,1441736,P3,normal,enhancement,Update webrender to 3c3f9a4e919b81639f078d7bd101012de61b9396,1496171,P3,normal,enhancement
3,1,0,requires,0,Look into ways of reducing the memory atoms use,1441736,P3,normal,enhancement,Build dismiss wrapping component,1574224,P1,normal,enhancement
4,1,0,requires,0,Look into ways of reducing the memory atoms use,1441736,P3,normal,enhancement,Many unnecessary toolbox re-renderings on page reload,1458899,P2,normal,enhancement
5,1,0,requires,0,Look into ways of reducing the memory atoms use,1441736,P3,normal,enhancement,Link to permission preferences from the identity popup permissions section,1462471,P1,normal,enhancement
0,1,0,requires,0,"Remove hover state from ""Add Search Engine""",1484292,P3,normal,enhancement,Look into ways of reducing the memory atoms use,1441736,P3,normal,enhancement
0,1,0,requires,0,Generate multilocale Firefox flatpak,1441922,--,normal,enhancement,Move WebNavigation and WebProgress listeners out of browser-child.js,1479312,--,normal,enhancement
0,1,0,requires,0,[remote-dbg-next] Enable worker debugging for network locations,1495382,P1,normal,enhancement,Generate multilocale Firefox flatpak,1441922,--,normal,enhancement
0,1,0,requires,0,LazyInstantiator should accumulate telemetry data for multiple clients,1384921,P3,normal,enhancement,"Add automated test for ""The items from the Bookmarks Toolbar can be sorted by name""",1442188,P3,normal,enhancement
0,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Tracelogger: provide an API for the gecko profiler,1480104,--,normal,enhancement
1,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,[tracking] Tab discarding,1462813,P3,normal,enhancement
2,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Update webrender to 652e3f8a180865abc40c78813668098f2b55bdd3 (WR PR 3302),1506837,P3,normal,enhancement
3,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Add support for CSS styled fieldset/legend boxes?,1487110,P3,normal,enhancement
4,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Implement HTML5 sandbox attribute for IFRAMEs,341604,--,normal,enhancement
5,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,"Implement ""Pinch to zoom"" like Safari  (and not like it used to be in Firefox)",688990,P3,normal,enhancement
6,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,[meta] Editor toolbar cleanup,957653,--,normal,enhancement
7,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,"Allow copying and pasting colors for <input type=""color"">",1472932,--,normal,enhancement
8,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,"[Mortar] [Windows] Implement Emf, PDFEngineExports and PdfPrintHelperWin",1345710,--,normal,enhancement
9,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,[RFE] HTML header/footer printing on mail as a advanced option,441957,--,normal,enhancement
10,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Turn on ASR snippets by default,1502971,P1,normal,enhancement
11,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Control child process position from ReplayDebugger,1507359,--,normal,enhancement
12,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,"Persist ""ping"" lifetime metrics to survive application crashes and kills",1505732,P1,normal,enhancement
13,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Large C++ static initializers,1506763,--,normal,enhancement
14,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Install python3 on OSX generic-worker hosts,1466535,--,normal,task
15,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Allow getting shades of the same color easily,1225966,P3,normal,enhancement
16,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Acquire stub installer usage metrics (reinstall),995794,P3,normal,enhancement
17,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Polish dark theme for the application panel,1460209,--,normal,enhancement
18,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Turn on containerless scrolling for WR in GeckoView,1479757,P3,normal,enhancement
19,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Reduce clang-cl warnings from ipc/mscom/,1479779,--,normal,enhancement
20,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Migrate about:blocked's DTD (phishing-afterload-warning-message.dtd ) to fluent,1523734,P3,normal,enhancement
21,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Use bytecode interface classes BytecodeLocation and BytecodeIterator to encapsulate bytecode manipulation in VerifyGlobalNames,1572870,P2,normal,enhancement
22,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,Mozilla could offer to edit the bookmark after a 301 response (moved permanently).,157999,--,normal,enhancement
23,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,improvements to the XML and XHTML serializers,422403,--,normal,enhancement
24,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,perfherder compare is very limited when developers are investigating a regression or making their test relevant or stable,1481821,P3,normal,task
25,1,0,requires,0,[meta] Improve cert error pages,1442203,P3,normal,enhancement,build syntax errors are confusing,1507936,P3,normal,task
0,1,0,requires,0,Add histogram sums (and possibly counts) to main_summary,1461335,P3,normal,enhancement,[meta] Improve cert error pages,1442203,P3,normal,enhancement
0,1,0,requires,0,Binary from optimised build is 44M,1442253,P3,normal,enhancement,"On navigation to another SHEntry, we ought to recollect the previously current SHEntry as well to catch the LayoutHistoryState",1350567,--,normal,enhancement
0,1,0,requires,0,[postgres] Implement postgres queries for POST /task/:taskId/schedule,1487745,--,normal,enhancement,Binary from optimised build is 44M,1442253,P3,normal,enhancement
1,1,0,requires,0,Helper Applications for External file links not available for file types normally processed by the browser when viewed inline.,133918,--,normal,enhancement,Binary from optimised build is 44M,1442253,P3,normal,enhancement
0,1,0,requires,0,Adapt input and button styling inside popups to look better with themes,1442296,P5,normal,enhancement,Localization fallback strategy for CFR messages,1486481,P1,normal,enhancement
0,1,0,requires,0,Remove the bouncer APK,1360587,--,normal,enhancement,Adapt input and button styling inside popups to look better with themes,1442296,P5,normal,enhancement
0,1,0,requires,0,Find callsites that should use LOAD_BYPASS_URL_CLASSIFIER,1442496,P3,normal,enhancement,"SFO Macchiato ""Unable to join conference room"" from Tablet and on Vidyo Desktop",1049682,--,critical,task
1,1,0,requires,0,Find callsites that should use LOAD_BYPASS_URL_CLASSIFIER,1442496,P3,normal,enhancement,"comment preview should display ""no comment to preview"" or similar when the comment text is blank",1247165,--,normal,enhancement
2,1,0,requires,0,Find callsites that should use LOAD_BYPASS_URL_CLASSIFIER,1442496,P3,normal,enhancement,Set up a custom packet.net image to run x86 android tasks,1509311,P1,normal,enhancement
3,1,0,requires,0,Find callsites that should use LOAD_BYPASS_URL_CLASSIFIER,1442496,P3,normal,enhancement,Remove PlacesUtils.setAnnotationsForItem,1509464,P2,normal,enhancement
4,1,0,requires,0,Find callsites that should use LOAD_BYPASS_URL_CLASSIFIER,1442496,P3,normal,enhancement,Create/Update 2.49.5 Release Notes,1512890,--,normal,enhancement
0,1,0,requires,0,[meta] Improve brittle Site Data browser mochitests,1442553,P3,normal,enhancement,Pref to disable Audio API,665598,--,normal,enhancement
0,1,0,requires,0,Decouple ThreadActor from BrowsingContextTargetActor,997119,P3,normal,task,[meta] Improve brittle Site Data browser mochitests,1442553,P3,normal,enhancement
0,1,0,requires,0,Restrict usage of synchronous XMLHttpRequest by feature policy,1442689,P3,normal,enhancement,Land debugger prototype for multiple processes in the browser toolbox,1573116,P1,normal,task
0,1,0,requires,0,API to expose box-shadow computed components,948428,--,normal,enhancement,Restrict usage of synchronous XMLHttpRequest by feature policy,1442689,P3,normal,enhancement
0,1,0,requires,0,Add instrumentation to collect XBL used on the startup path,1442827,P5,normal,task,Add a pref for ignoring the storage attribute for indexedDB.open(),1451486,P2,normal,enhancement
0,1,0,requires,0,Enable Shadow DOM unconditionally in chrome documents,1465592,P3,normal,task,Add instrumentation to collect XBL used on the startup path,1442827,P5,normal,task
0,1,0,requires,0,[tracking] APIs to customize where new tabs/pages open,1442843,P3,normal,enhancement,Remove audioWorklet attribute from Window,1471843,P2,normal,enhancement
1,1,0,requires,0,[tracking] APIs to customize where new tabs/pages open,1442843,P3,normal,enhancement,"Implement <input type=""color"">: list attribute",960984,--,normal,enhancement
2,1,0,requires,0,[tracking] APIs to customize where new tabs/pages open,1442843,P3,normal,enhancement,Filter for automatic bounce/redirect and forward of messages,194786,--,normal,enhancement
3,1,0,requires,0,[tracking] APIs to customize where new tabs/pages open,1442843,P3,normal,enhancement,Option/Alt-click to visit link in Compose mode,863088,--,normal,enhancement
4,1,0,requires,0,[tracking] APIs to customize where new tabs/pages open,1442843,P3,normal,enhancement,Simplify ImageValue.,1452987,--,normal,enhancement
5,1,0,requires,0,[tracking] APIs to customize where new tabs/pages open,1442843,P3,normal,enhancement,"""Retrigger all"" in the pinboard should minimize the number of action tasks spawned.",1519599,--,normal,enhancement
6,1,0,requires,0,[tracking] APIs to customize where new tabs/pages open,1442843,P3,normal,enhancement,"[RFE] Allow user to ""open all links"" from page",33335,P3,normal,enhancement
0,1,0,requires,0,Port URL tooltip from urlbarBindings.xml to UrlbarInput.jsm,1491249,P2,normal,enhancement,ARM64: 25%-30% of wasm baseline compilation time spent in vixl assembler,1443082,P3,normal,enhancement
0,1,0,requires,0,mochitest-browser-chrome tests do not set MOZ_CRASHREPORTER_SHUTDOWN,1443327,P3,normal,enhancement,need a way to get components by their owner or qa contact using WebService API,445928,P2,normal,enhancement
0,1,0,requires,0,Make initial browser remote by default in XUL markup,1357242,P4,normal,enhancement,Add code-signing capabilities to SeaMonkey infrastructure,1443390,--,normal,enhancement
0,1,0,requires,0,[css-pseudo][meta] implement CSS Pseudo-Elements Module Level 4,1443969,--,normal,enhancement,distinguish different server connections in the POP3 log,1075149,--,normal,enhancement
1,1,0,requires,0,[css-pseudo][meta] implement CSS Pseudo-Elements Module Level 4,1443969,--,normal,enhancement,Reduce GPU cache memory usage,1505449,P2,normal,enhancement
2,1,0,requires,0,[css-pseudo][meta] implement CSS Pseudo-Elements Module Level 4,1443969,--,normal,enhancement,[dt-addon] enable devtools addon in safe mode,1382194,P2,normal,enhancement
0,1,0,requires,0,Don't collect sessionstore data during a restore operation,1344715,--,normal,enhancement,[css-pseudo][meta] implement CSS Pseudo-Elements Module Level 4,1443969,--,normal,enhancement
0,1,0,requires,0,The collector should yield after nursery collection if the budget is exceeded,1444013,P3,normal,enhancement,[meta] Implement the MIME Sniffing Standard,808593,--,normal,enhancement
0,1,0,requires,0,Investigate using TabStateCache for Fennec,1364609,P3,normal,enhancement,The collector should yield after nursery collection if the budget is exceeded,1444013,P3,normal,enhancement
0,1,0,requires,0,[tracking] Enable multilingual installer,1444016,P3,normal,enhancement,[meta] QA tracker for React-ify animation inspector,1452971,P3,normal,enhancement
0,1,0,requires,0,Improve SCHEDULES.exclusive for testing/marionette,1444065,--,normal,task,Zimbra does not attempt to use TLS for outgoing email,956714,--,normal,task
0,1,0,requires,0,Land MessageContext in Gecko,1347801,P3,normal,enhancement,Improve SCHEDULES.exclusive for testing/marionette,1444065,--,normal,task
0,1,0,requires,0,Web Replay: Improve stepping performance on TodoMVC,1444110,--,normal,enhancement,"Setting ""XPCOM_MEM_BLOAT_LOG"" to a unicode profile dir prevents mozprocess from launching Firefox",1451062,P3,normal,enhancement
1,1,0,requires,0,Web Replay: Improve stepping performance on TodoMVC,1444110,--,normal,enhancement,Enable e10s on linux64-jsdcov.,1451849,--,normal,enhancement
0,1,0,requires,0,[meta] Photon - Eliminate or greatly reduce pauses that can occur randomly in front-end code,1363771,--,normal,enhancement,Web Replay: Improve stepping performance on TodoMVC,1444110,--,normal,enhancement
0,1,0,requires,0,Consider which DevTools tab bar items to show by default,1444311,P3,normal,enhancement,Blob invalidation draws blob images at non integer offsets,1450126,P1,normal,enhancement
0,1,0,requires,0,[Shield Pioneer] Online News Study v2,1450092,--,normal,enhancement,Consider which DevTools tab bar items to show by default,1444311,P3,normal,enhancement
0,1,0,requires,0,[META] Library View,1444483,--,normal,enhancement,Remove the Christmas tree decoration in en-US HTML reference pages,1214589,--,normal,enhancement
1,1,0,requires,0,[META] Library View,1444483,--,normal,enhancement,Convert AddonTargetActor to protocol.js,1450958,P2,normal,enhancement
2,1,0,requires,0,[META] Library View,1444483,--,normal,enhancement,Convert TabActor to protocol.js,1450956,P2,normal,enhancement
3,1,0,requires,0,[META] Library View,1444483,--,normal,enhancement,"Inconsistent design for ""Accept cookies from sites"" and ""Limit content processes"" UI components",1358952,P5,normal,enhancement
0,1,0,requires,0,Create a general worker that submits transparency certs to CT,1346360,P2,normal,enhancement,[META] Library View,1444483,--,normal,enhancement
0,1,0,requires,0,"Add data sources Topsites, Highlights to about:library",1444501,P3,normal,enhancement,Convert TabActor to protocol.js,1450956,P2,normal,enhancement
0,1,0,requires,0,"Don't bind ""ctrlTab-preview"" elements to ""button-base""",1450823,P3,normal,task,"Add data sources Topsites, Highlights to about:library",1444501,P3,normal,enhancement
0,1,0,requires,0,Autocomplete CSS variables inside calc(),1444772,P3,normal,enhancement,GMP initialization does main thread I/O at startup,1522930,P3,normal,enhancement
0,1,0,requires,0,Add tags for different rtd versions,1390693,--,normal,enhancement,Autocomplete CSS variables inside calc(),1444772,P3,normal,enhancement
0,1,0,requires,0,Support startup and restart profiling for Fennec/geckoview,1444900,P3,normal,enhancement,Allow frames to be prerendered as long as the area of the frame is less than the limit,1364221,P1,normal,enhancement
1,1,0,requires,0,Support startup and restart profiling for Fennec/geckoview,1444900,P3,normal,enhancement,Investigate icons that load during startup but aren't displayed,1363059,P1,normal,enhancement
0,1,0,requires,0,[meta] Async scene building,1455591,P2,normal,enhancement,Support startup and restart profiling for Fennec/geckoview,1444900,P3,normal,enhancement
1,1,0,requires,0,Add out-of-process memory access policies to DLL interceptor,1451511,P1,normal,enhancement,Support startup and restart profiling for Fennec/geckoview,1444900,P3,normal,enhancement
0,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,Remove invertSelection,1476659,P5,normal,task
1,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,Move the urlbar connection to PlacesUtils,1488776,P1,normal,enhancement
2,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,Use Bing for default translation in China,1515090,P1,normal,enhancement
3,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,Bootstrap process: Faster processing of UNICODE_STRINGs in blocklist,1475067,P1,normal,enhancement
4,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,"IMAP: Include account name and improve wording of status bar message ""Downloading 1 of 10 in Inbox""",1348762,--,normal,enhancement
5,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,Crestron iPad App not connecting to controller.,1080928,--,normal,task
6,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,Add foreign key constraints for component_cc table,427452,--,normal,enhancement
7,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,World 1K Demo heavily janks browser,1345717,P3,normal,enhancement
8,1,0,requires,0,[META] Customization,1444980,--,normal,enhancement,Implement color palettes in the color widget,1349826,P3,normal,enhancement
0,1,0,requires,0,Create a general worker that submits transparency certs to CT,1346360,P2,normal,enhancement,[META] Customization,1444980,--,normal,enhancement
0,1,0,requires,0,[meta] Improvements to the <input type=color> implementation,1445061,--,normal,enhancement,Add Telemetry to know how ofter user change autoplay default setting,1521947,P2,normal,enhancement
1,1,0,requires,0,[meta] Improvements to the <input type=color> implementation,1445061,--,normal,enhancement,Changing identity when composing should change mail format (plain text/HTML) to match,342326,--,normal,enhancement
